hole_id,easting,northing,elevation,from_depth,to_depth,length,grade_cu_ppm,zone
DDH_002,786.1735698828816,484.90064225776973,941.8122509041052,290.0,300.0,10,0.617329781239158,1
DDH_002,786.1735698828816,484.90064225776973,931.8122509041052,300.0,310.0,10,4.708844217743912,1
DDH_002,786.1735698828816,484.90064225776973,921.8122509041052,310.0,320.0,10,0.13030264369126,1
DDH_002,786.1735698828816,484.90064225776973,911.8122509041052,320.0,330.0,10,0.6836889231201482,1
DDH_002,786.1735698828816,484.90064225776973,901.8122509041052,330.0,340.0,10,0.6805834298206389,1
DDH_002,786.1735698828816,484.90064225776973,891.8122509041052,340.0,350.0,10,0.5506539599355665,1
DDH_002,786.1735698828816,484.90064225776973,881.8122509041052,350.0,360.0,10,0.40194350058096484,1
DDH_002,786.1735698828816,484.90064225776973,871.8122509041052,360.0,370.0,10,0.7704962741997408,1
DDH_002,786.1735698828816,484.90064225776973,861.8122509041052,370.0,380.0,10,0.5214575261308324,1
DDH_002,786.1735698828816,484.90064225776973,851.8122509041052,380.0,390.0,10,0.2525519282478565,1
DDH_002,786.1735698828816,484.90064225776973,841.8122509041052,390.0,400.0,10,0.5056194460778164,1
DDH_002,786.1735698828816,484.90064225776973,831.8122509041052,400.0,410.0,10,0.41289618173993786,1
DDH_002,786.1735698828816,484.90064225776973,821.8122509041052,410.0,420.0,10,0.5246949450848742,1
DDH_003,864.7688538100692,637.5698018345672,1278.055886218722,0.0,10.0,10,1.6601245318409992,1
DDH_003,864.7688538100692,637.5698018345672,1268.055886218722,10.0,20.0,10,1.9184763471026367,1
DDH_003,864.7688538100692,637.5698018345672,1258.055886218722,20.0,30.0,10,1.6801843148720985,1
DDH_003,864.7688538100692,637.5698018345672,1248.055886218722,30.0,40.0,10,1.2498686675436934,1
DDH_003,864.7688538100692,637.5698018345672,1238.055886218722,40.0,50.0,10,1.9406933887029068,1
DDH_003,864.7688538100692,637.5698018345672,1228.055886218722,50.0,60.0,10,2.1659866348215195,1
DDH_003,864.7688538100692,637.5698018345672,1218.055886218722,60.0,70.0,10,2.089282908390966,1
DDH_003,864.7688538100692,637.5698018345672,1208.055886218722,70.0,80.0,10,1.214399440858031,1
DDH_003,864.7688538100692,637.5698018345672,1198.055886218722,80.0,90.0,10,5.86528396294277,1
DDH_003,864.7688538100692,637.5698018345672,1188.055886218722,90.0,100.0,10,3.259469255147094,1
DDH_003,864.7688538100692,637.5698018345672,1178.055886218722,100.0,110.0,10,1.316285218857905,1
DDH_003,864.7688538100692,637.5698018345672,1168.055886218722,110.0,120.0,10,1.4481925506422497,1
DDH_003,864.7688538100692,637.5698018345672,1158.055886218722,120.0,130.0,10,0.8754828226023725,1
DDH_003,864.7688538100692,637.5698018345672,1148.055886218722,130.0,140.0,10,1.0310861398227438,1
DDH_003,864.7688538100692,637.5698018345672,1138.055886218722,140.0,150.0,10,0.8289009754602562,1
DDH_003,864.7688538100692,637.5698018345672,1128.055886218722,150.0,160.0,10,0.9749117177354133,1
DDH_003,864.7688538100692,637.5698018345672,1118.055886218722,160.0,170.0,10,1.2321364404944752,1
DDH_003,864.7688538100692,637.5698018345672,1108.055886218722,170.0,180.0,10,1.439244046421451,1
DDH_003,864.7688538100692,637.5698018345672,1098.055886218722,180.0,190.0,10,1.7403628490665985,1
DDH_003,864.7688538100692,637.5698018345672,1088.055886218722,190.0,200.0,10,0.5426979255867632,1
DDH_003,864.7688538100692,637.5698018345672,1078.055886218722,200.0,210.0,10,1.2542742832478877,1
DDH_003,864.7688538100692,637.5698018345672,1068.055886218722,210.0,220.0,10,1.05947768495169,1
DDH_003,864.7688538100692,637.5698018345672,1058.055886218722,220.0,230.0,10,1.1802149419808512,1
DDH_003,864.7688538100692,637.5698018345672,1048.055886218722,230.0,240.0,10,5.177921146061311,1
DDH_003,864.7688538100692,637.5698018345672,1038.055886218722,240.0,250.0,10,3.928518865578906,1
DDH_003,864.7688538100692,637.5698018345672,1028.055886218722,250.0,260.0,10,0.8233071167644114,1
DDH_003,864.7688538100692,637.5698018345672,1018.055886218722,260.0,270.0,10,0.4804177642926099,1
DDH_003,864.7688538100692,637.5698018345672,1008.055886218722,270.0,280.0,10,0.8930833454678679,1
DDH_003,864.7688538100692,637.5698018345672,998.055886218722,280.0,290.0,10,0.5051458142286382,1
DDH_004,952.3029856408025,539.9361310081194,1221.9629787441545,0.0,10.0,10,0.615496603989619,3
DDH_004,952.3029856408025,539.9361310081194,1211.9629787441545,10.0,20.0,10,0.6676290654037633,3
DDH_004,952.3029856408025,539.9361310081194,1201.9629787441545,20.0,30.0,10,0.3460008474893862,3
DDH_004,952.3029856408025,539.9361310081194,1191.9629787441545,30.0,40.0,10,0.4722158983091558,3
DDH_004,952.3029856408025,539.9361310081194,1181.9629787441545,40.0,50.0,10,0.5529354063502941,3
DDH_004,952.3029856408025,539.9361310081194,1171.9629787441545,50.0,60.0,10,0.3928190065597749,3
DDH_004,952.3029856408025,539.9361310081194,1161.9629787441545,60.0,70.0,10,0.7451787035672519,3
DDH_004,952.3029856408025,539.9361310081194,1151.9629787441545,70.0,80.0,10,0.40708256304145185,3
DDH_004,952.3029856408025,539.9361310081194,1141.9629787441545,80.0,90.0,10,2.0317440006504586,3
DDH_004,952.3029856408025,539.9361310081194,1131.9629787441545,90.0,100.0,10,0.251408609097604,3
DDH_004,952.3029856408025,539.9361310081194,1121.9629787441545,100.0,110.0,10,0.4101216440883798,3
DDH_004,952.3029856408025,539.9361310081194,1111.9629787441545,110.0,120.0,10,1.8212003952736735,3
DDH_004,952.3029856408025,539.9361310081194,1101.9629787441545,120.0,130.0,10,0.3226787587233695,3
DDH_004,952.3029856408025,539.9361310081194,1091.9629787441545,130.0,140.0,10,0.39617153746008166,3
DDH_004,952.3029856408025,539.9361310081194,1081.9629787441545,140.0,150.0,10,0.2709844235262845,3
DDH_004,952.3029856408025,539.9361310081194,1071.9629787441545,150.0,160.0,10,0.37396100856618447,3
DDH_004,952.3029856408025,539.9361310081194,1061.9629787441545,160.0,170.0,10,0.21183384751744697,3
DDH_004,952.3029856408025,539.9361310081194,1051.9629787441545,170.0,180.0,10,0.24004730447171463,3
DDH_004,952.3029856408025,539.9361310081194,1041.9629787441545,180.0,190.0,10,0.3262746867343325,3
DDH_004,952.3029856408025,539.9361310081194,1031.9629787441545,190.0,200.0,10,0.4057799503444848,3
DDH_004,952.3029856408025,539.9361310081194,1021.9629787441545,200.0,210.0,10,0.33814345924391437,3
DDH_005,776.5846625276664,570.8306250206723,1261.7371418760054,0.0,10.0,10,1.8277348641190032,1
DDH_005,776.5846625276664,570.8306250206723,1251.7371418760054,10.0,20.0,10,1.2401022223350573,1
DDH_005,776.5846625276664,570.8306250206723,1241.7371418760054,20.0,30.0,10,2.382065051753215,1
DDH_005,776.5846625276664,570.8306250206723,1231.7371418760054,30.0,40.0,10,1.777464908460249,1
DDH_005,776.5846625276664,570.8306250206723,1221.7371418760054,40.0,50.0,10,1.6968665864017407,1
DDH_005,776.5846625276664,570.8306250206723,1211.7371418760054,50.0,60.0,10,2.1806828714118156,1
DDH_005,776.5846625276664,570.8306250206723,1201.7371418760054,60.0,70.0,10,1.4769456096507185,1
DDH_005,776.5846625276664,570.8306250206723,1191.7371418760054,70.0,80.0,10,1.5247357875446144,1
DDH_005,776.5846625276664,570.8306250206723,1181.7371418760054,80.0,90.0,10,1.4515396679310741,1
DDH_005,776.5846625276664,570.8306250206723,1171.7371418760054,90.0,100.0,10,3.8152568657365054,1
DDH_005,776.5846625276664,570.8306250206723,1161.7371418760054,100.0,110.0,10,2.1853600406399063,1
DDH_005,776.5846625276664,570.8306250206723,1151.7371418760054,110.0,120.0,10,0.5486641776082034,1
DDH_005,776.5846625276664,570.8306250206723,1141.7371418760054,120.0,130.0,10,1.0357495722632553,1
DDH_005,776.5846625276664,570.8306250206723,1131.7371418760054,130.0,140.0,10,1.5482678906766816,1
DDH_005,776.5846625276664,570.8306250206723,1121.7371418760054,140.0,150.0,10,0.8865384131760818,1
DDH_005,776.5846625276664,570.8306250206723,1111.7371418760054,150.0,160.0,10,1.3143414978230479,1
DDH_005,776.5846625276664,570.8306250206723,1101.7371418760054,160.0,170.0,10,1.0703998508197292,1
DDH_005,776.5846625276664,570.8306250206723,1091.7371418760054,170.0,180.0,10,0.8216920541694204,1
DDH_005,776.5846625276664,570.8306250206723,1081.7371418760054,180.0,190.0,10,0.38769316416333244,1
DDH_005,776.5846625276664,570.8306250206723,1071.7371418760054,190.0,200.0,10,1.0089207425488702,1
DDH_005,776.5846625276664,570.8306250206723,1061.7371418760054,200.0,210.0,10,4.4082108468264805,1
DDH_005,776.5846625276664,570.8306250206723,1051.7371418760054,210.0,220.0,10,0.6868855807766215,1
DDH_005,776.5846625276664,570.8306250206723,1041.7371418760054,220.0,230.0,10,1.2954328370388462,1
DDH_005,776.5846625276664,570.8306250206723,1031.7371418760054,230.0,240.0,10,0.9159218689473109,1
DDH_005,776.5846625276664,570.8306250206723,1021.7371418760054,240.0,250.0,10,0.4176051054497167,1
DDH_005,776.5846625276664,570.8306250206723,1011.7371418760054,250.0,260.0,10,0.8708218070773134,1
DDH_005,776.5846625276664,570.8306250206723,1001.7371418760054,260.0,270.0,10,1.1314695440633675,1
DDH_005,776.5846625276664,570.8306250206723,991.7371418760054,270.0,280.0,10,0.5713928543515765,1
DDH_005,776.5846625276664,570.8306250206723,981.7371418760054,280.0,290.0,10,4.310086431034665,1
DDH_005,776.5846625276664,570.8306250206723,971.7371418760054,290.0,300.0,10,1.0691158796243272,1
DDH_005,776.5846625276664,570.8306250206723,961.7371418760054,300.0,310.0,10,0.018289360522593,1
DDH_005,776.5846625276664,570.8306250206723,951.7371418760054,310.0,320.0,10,0.44364594190781925,1
DDH_005,776.5846625276664,570.8306250206723,941.7371418760054,320.0,330.0,10,0.9228491036215305,1
DDH_005,776.5846625276664,570.8306250206723,931.7371418760054,330.0,340.0,10,5.653018631252893,1
DDH_005,776.5846625276664,570.8306250206723,921.7371418760054,340.0,350.0,10,0.3298895327333619,1
DDH_005,776.5846625276664,570.8306250206723,911.7371418760054,350.0,360.0,10,0.6286255697265777,1
DDH_005,776.5846625276664,570.8306250206723,901.7371418760054,360.0,370.0,10,0.690113832674836,1
DDH_005,776.5846625276664,570.8306250206723,891.7371418760054,370.0,380.0,10,0.4925266556726722,1
DDH_005,776.5846625276664,570.8306250206723,881.7371418760054,380.0,390.0,10,0.5164504689666016,1
DDH_005,776.5846625276664,570.8306250206723,871.7371418760054,390.0,400.0,10,0.21132562986770964,1
DDH_006,776.586304305082,539.8293387770603,1293.8091125161995,0.0,10.0,10,2.4914920113058305,1
DDH_006,776.586304305082,539.8293387770603,1283.8091125161995,10.0,20.0,10,2.099727688542869,1
DDH_006,776.586304305082,539.8293387770603,1273.8091125161995,20.0,30.0,10,1.7197659759677089,1
DDH_006,776.586304305082,539.8293387770603,1263.8091125161995,30.0,40.0,10,1.3910303656999568,1
DDH_006,776.586304305082,539.8293387770603,1253.8091125161995,40.0,50.0,10,1.6734215823300684,1
DDH_006,776.586304305082,539.8293387770603,1243.8091125161995,50.0,60.0,10,1.2392424149370127,1
DDH_006,776.586304305082,539.8293387770603,1233.8091125161995,60.0,70.0,10,1.3165486348887827,1
DDH_006,776.586304305082,539.8293387770603,1223.8091125161995,70.0,80.0,10,1.5802057408636496,1
DDH_006,776.586304305082,539.8293387770603,1213.8091125161995,80.0,90.0,10,1.6191032921812958,1
DDH_006,776.586304305082,539.8293387770603,1203.8091125161995,90.0,100.0,10,1.5541906856306649,1
DDH_006,776.586304305082,539.8293387770603,1193.8091125161995,100.0,110.0,10,1.0149887441936316,1
DDH_006,776.586304305082,539.8293387770603,1183.8091125161995,110.0,120.0,10,0.5784514332357643,1
DDH_006,776.586304305082,539.8293387770603,1173.8091125161995,120.0,130.0,10,0.7647628742785044,1
DDH_006,776.586304305082,539.8293387770603,1163.8091125161995,130.0,140.0,10,1.7106852517412392,1
DDH_006,776.586304305082,539.8293387770603,1153.8091125161995,140.0,150.0,10,0.9799272477456473,1
DDH_006,776.586304305082,539.8293387770603,1143.8091125161995,150.0,160.0,10,1.0957334917698902,1
DDH_006,776.586304305082,539.8293387770603,1133.8091125161995,160.0,170.0,10,1.3508728340453282,1
DDH_006,776.586304305082,539.8293387770603,1123.8091125161995,170.0,180.0,10,5.183179768854285,1
DDH_006,776.586304305082,539.8293387770603,1113.8091125161995,180.0,190.0,10,1.0839303287581874,1
DDH_006,776.586304305082,539.8293387770603,1103.8091125161995,190.0,200.0,10,0.9181704801201102,1
DDH_006,776.586304305082,539.8293387770603,1093.8091125161995,200.0,210.0,10,0.697303021062617,1
DDH_006,776.586304305082,539.8293387770603,1083.8091125161995,210.0,220.0,10,1.454939883135131,1
DDH_006,776.586304305082,539.8293387770603,1073.8091125161995,220.0,230.0,10,1.1649228095292221,1
DDH_006,776.586304305082,539.8293387770603,1063.8091125161995,230.0,240.0,10,1.0348042212540396,1
DDH_006,776.586304305082,539.8293387770603,1053.8091125161995,240.0,250.0,10,0.805820607342174,1
DDH_006,776.586304305082,539.8293387770603,1043.8091125161995,250.0,260.0,10,0.5717063984043819,1
DDH_007,957.9212815507392,785.2278184508938,1230.1892734973862,0.0,10.0,10,0.6462679600126626,3
DDH_007,957.9212815507392,785.2278184508938,1220.1892734973862,10.0,20.0,10,0.462272610178464,3
DDH_007,957.9212815507392,785.2278184508938,1210.1892734973862,20.0,30.0,10,0.5256985314879254,3
DDH_007,957.9212815507392,785.2278184508938,1200.1892734973862,30.0,40.0,10,0.3759068486915861,3
DDH_007,957.9212815507392,785.2278184508938,1190.1892734973862,40.0,50.0,10,0.4697448905852424,3
DDH_007,957.9212815507392,785.2278184508938,1180.1892734973862,50.0,60.0,10,0.3588731424188552,3
DDH_007,957.9212815507392,785.2278184508938,1170.1892734973862,60.0,70.0,10,0.351517344535871,3
DDH_007,957.9212815507392,785.2278184508938,1160.1892734973862,70.0,80.0,10,0.4235084718077832,3
DDH_007,957.9212815507392,785.2278184508938,1150.1892734973862,80.0,90.0,10,0.21659484415808755,3
DDH_007,957.9212815507392,785.2278184508938,1140.1892734973862,90.0,100.0,10,0.2140078889897168,3
DDH_007,957.9212815507392,785.2278184508938,1130.1892734973862,100.0,110.0,10,0.28104748837266863,3
DDH_007,957.9212815507392,785.2278184508938,1120.1892734973862,110.0,120.0,10,0.32433117808651124,3
DDH_007,957.9212815507392,785.2278184508938,1110.1892734973862,120.0,130.0,10,0.42139598873397266,3
DDH_007,957.9212815507392,785.2278184508938,1100.1892734973862,130.0,140.0,10,0.3086178843792716,3
DDH_007,957.9212815507392,785.2278184508938,1090.1892734973862,140.0,150.0,10,0.3118031348092775,3
DDH_007,957.9212815507392,785.2278184508938,1080.1892734973862,150.0,160.0,10,0.27700328265191937,3
DDH_007,957.9212815507392,785.2278184508938,1070.1892734973862,160.0,170.0,10,0.32172135326322493,3
DDH_007,957.9212815507392,785.2278184508938,1060.1892734973862,170.0,180.0,10,0.21329951270498732,3
DDH_007,957.9212815507392,785.2278184508938,1050.1892734973862,180.0,190.0,10,0.26545249279454763,3
DDH_007,957.9212815507392,785.2278184508938,1040.1892734973862,190.0,200.0,10,0.29739518462233905,3
DDH_007,957.9212815507392,785.2278184508938,1030.1892734973862,200.0,210.0,10,0.27396649697749115,3
DDH_007,957.9212815507392,785.2278184508938,1020.1892734973862,210.0,220.0,10,0.24923063207085838,3
DDH_007,957.9212815507392,785.2278184508938,1010.1892734973862,220.0,230.0,10,0.24191850553898045,3
DDH_007,957.9212815507392,785.2278184508938,1000.1892734973862,230.0,240.0,10,0.26698194992881485,3
DDH_007,957.9212815507392,785.2278184508938,990.1892734973862,240.0,250.0,10,0.3697875685369669,3
DDH_007,957.9212815507392,785.2278184508938,980.1892734973862,250.0,260.0,10,0.16727592283352627,3
DDH_007,957.9212815507392,785.2278184508938,970.1892734973862,260.0,270.0,10,0.34824786800078417,3
DDH_007,957.9212815507392,785.2278184508938,960.1892734973862,270.0,280.0,10,0.1539903960434365,3
DDH_007,957.9212815507392,785.2278184508938,950.1892734973862,280.0,290.0,10,0.07134001758270081,3
DDH_007,957.9212815507392,785.2278184508938,940.1892734973862,290.0,300.0,10,0.16017883797960386,3
DDH_007,957.9212815507392,785.2278184508938,930.1892734973862,300.0,310.0,10,0.20279847019360653,3
DDH_007,957.9212815507392,785.2278184508938,920.1892734973862,310.0,320.0,10,0.27804602111883503,3
DDH_007,957.9212815507392,785.2278184508938,910.1892734973862,320.0,330.0,10,0.12569797173470884,3
DDH_007,957.9212815507392,785.2278184508938,900.1892734973862,330.0,340.0,10,0.19099739200572458,3
DDH_007,957.9212815507392,785.2278184508938,890.1892734973862,340.0,350.0,10,0.09722013556498667,3
DDH_007,957.9212815507392,785.2278184508938,880.1892734973862,350.0,360.0,10,0.24124993658035324,3
DDH_007,957.9212815507392,785.2278184508938,870.1892734973862,360.0,370.0,10,0.20388318660484311,3
DDH_007,957.9212815507392,785.2278184508938,860.1892734973862,370.0,380.0,10,0.12515791558269282,3
DDH_007,957.9212815507392,785.2278184508938,850.1892734973862,380.0,390.0,10,0.06847833978958476,3
DDH_007,957.9212815507392,785.2278184508938,840.1892734973862,390.0,400.0,10,0.19161188636758364,3
DDH_007,957.9212815507392,785.2278184508938,830.1892734973862,400.0,410.0,10,0.12726971274654214,3
DDH_007,957.9212815507392,785.2278184508938,820.1892734973862,410.0,420.0,10,0.17481589021734517,3
DDH_007,957.9212815507392,785.2278184508938,810.1892734973862,420.0,430.0,10,0.12349244403535206,3
DDH_007,957.9212815507392,785.2278184508938,800.1892734973862,430.0,440.0,10,0.12093709613721423,3
DDH_007,957.9212815507392,785.2278184508938,790.1892734973862,440.0,450.0,10,0.09977253575168739,3
DDH_007,957.9212815507392,785.2278184508938,780.1892734973862,450.0,460.0,10,0.13241157084718533,3
DDH_007,957.9212815507392,785.2278184508938,770.1892734973862,460.0,470.0,10,0.11180178346790509,3
DDH_007,957.9212815507392,785.2278184508938,760.1892734973862,470.0,480.0,10,0.12047749240000308,3
DDH_007,957.9212815507392,785.2278184508938,750.1892734973862,480.0,490.0,10,0.05448841260566063,3
DDH_008,876.7434729152909,598.6502775262067,1238.6740454079445,0.0,10.0,10,2.489945483825195,1
DDH_008,876.7434729152909,598.6502775262067,1228.6740454079445,10.0,20.0,10,2.551150529978332,1
DDH_008,876.7434729152909,598.6502775262067,1218.6740454079445,20.0,30.0,10,1.7423483643777635,1
DDH_008,876.7434729152909,598.6502775262067,1208.6740454079445,30.0,40.0,10,2.6356139415142437,1
DDH_008,876.7434729152909,598.6502775262067,1198.6740454079445,40.0,50.0,10,2.4048748086889433,1
DDH_008,876.7434729152909,598.6502775262067,1188.6740454079445,50.0,60.0,10,1.8186685361872925,1
DDH_008,876.7434729152909,598.6502775262067,1178.6740454079445,60.0,70.0,10,2.078807358264133,1
DDH_008,876.7434729152909,598.6502775262067,1168.6740454079445,70.0,80.0,10,1.8780050856676442,1
DDH_008,876.7434729152909,598.6502775262067,1158.6740454079445,80.0,90.0,10,0.6512540663320978,1
DDH_008,876.7434729152909,598.6502775262067,1148.6740454079445,90.0,100.0,10,1.225698791691428,1
DDH_008,876.7434729152909,598.6502775262067,1138.6740454079445,100.0,110.0,10,1.5673927652191,1
DDH_008,876.7434729152909,598.6502775262067,1128.6740454079445,110.0,120.0,10,1.8569693490515737,1
DDH_008,876.7434729152909,598.6502775262067,1118.6740454079445,120.0,130.0,10,0.707016859441743,1
DDH_008,876.7434729152909,598.6502775262067,1108.6740454079445,130.0,140.0,10,0.5706554966393961,1
DDH_008,876.7434729152909,598.6502775262067,1098.6740454079445,140.0,150.0,10,1.109950341418845,1
DDH_008,876.7434729152909,598.6502775262067,1088.6740454079445,150.0,160.0,10,0.4146129962211166,1
DDH_008,876.7434729152909,598.6502775262067,1078.6740454079445,160.0,170.0,10,1.0277309506161658,1
DDH_008,876.7434729152909,598.6502775262067,1068.6740454079445,170.0,180.0,10,1.133671545962481,1
DDH_008,876.7434729152909,598.6502775262067,1058.6740454079445,180.0,190.0,10,0.7093197848055968,1
DDH_008,876.7434729152909,598.6502775262067,1048.6740454079445,190.0,200.0,10,0.9375085176644403,1
DDH_008,876.7434729152909,598.6502775262067,1038.6740454079445,200.0,210.0,10,1.188959480225905,1
DDH_008,876.7434729152909,598.6502775262067,1028.6740454079445,210.0,220.0,10,0.7516617509506558,1
DDH_008,876.7434729152909,598.6502775262067,1018.6740454079445,220.0,230.0,10,0.6589061887717678,1
DDH_008,876.7434729152909,598.6502775262067,1008.6740454079445,230.0,240.0,10,0.8093564002981835,1
DDH_008,876.7434729152909,598.6502775262067,998.6740454079445,240.0,250.0,10,0.5576033808257767,1
DDH_008,876.7434729152909,598.6502775262067,988.6740454079445,250.0,260.0,10,4.5282108415773825,1
DDH_008,876.7434729152909,598.6502775262067,978.6740454079445,260.0,270.0,10,0.8734368393700068,1
DDH_008,876.7434729152909,598.6502775262067,968.6740454079445,270.0,280.0,10,0.9963001461802008,1
DDH_008,876.7434729152909,598.6502775262067,958.6740454079445,280.0,290.0,10,0.8886183665155492,1
DDH_008,876.7434729152909,598.6502775262067,948.6740454079445,290.0,300.0,10,0.5572122937909457,1
DDH_008,876.7434729152909,598.6502775262067,938.6740454079445,300.0,310.0,10,0.5534631739162236,1
DDH_008,876.7434729152909,598.6502775262067,928.6740454079445,310.0,320.0,10,0.4045130327526132,1
DDH_008,876.7434729152909,598.6502775262067,918.6740454079445,320.0,330.0,10,0.5030416545388317,1
DDH_008,876.7434729152909,598.6502775262067,908.6740454079445,330.0,340.0,10,5.181121673903063,1
DDH_008,876.7434729152909,598.6502775262067,898.6740454079445,340.0,350.0,10,0.4077648654243229,1
DDH_008,876.7434729152909,598.6502775262067,888.6740454079445,350.0,360.0,10,1.0782634443392176,1
DDH_008,876.7434729152909,598.6502775262067,878.6740454079445,360.0,370.0,10,0.7242427023301177,1
DDH_008,876.7434729152909,598.6502775262067,868.6740454079445,370.0,380.0,10,0.27166132979047924,1
